Date,lon,lat,y_pred,y_pred_NN,ps_type,irrigation,time_measured,T2M,T2M_MAX,T2M_MIN,source
2026-07-02,-8.116474,42.362029,-0.5440358310937882,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-7.5607,38.38,-0.5618865787982941,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-7.5607,38.38,-1.3700212597846986,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-7.120833,42.398333,-0.3459213778376579,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-7.120833,42.398333,-0.6115406930446625,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-6.666667,38.86,-0.6801704794168473,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-6.666667,38.86,-1.079987174272537,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-3.7383,40.4433,-0.4666747689247131,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-3.7383,40.4433,-1.2442031860351563,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-2.1206,42.3051,-0.2618034780025482,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-2.1206,42.3051,-0.8426078617572784,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-1.783,38.587,-0.5366032242774963,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-1.783,38.587,-1.118732213973999,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-1.675167,42.415,-0.4074335753917694,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-1.675167,42.415,-1.018005132675171,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-1.425,38.394333,-0.6450493156909942,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-1.425,38.394333,-1.2072964429855346,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-1.217,39.483333,-0.4008577525615692,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-1.217,39.483333,-0.9543600857257843,NA,1,0,15,NA,NA,NA,2015-2025 mean
